exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_47,100,"{'x': 8.055555061036028, 'y': 5.478515939185833, 'z': 0.06811209205173013}",0.45010134414373826,0.5785283744121805
EXP_47,7,"{'x': 7.5708281310528465, 'y': 5.454889074512164, 'z': -0.18010437393190298}",0.9475667047759748,0.5785283744121805
EXP_47,4,"{'x': 7.471772086856136, 'y': 5.6566431635267875, 'z': -0.2976716977995031}",1.0818244266053525,0.5785283744121805
EXP_47,8,"{'x': 8.626181311124714, 'y': 5.297720654062108, 'z': 0.05117070838690974}",0.24387121601369904,0.5785283744121805
EXP_47,7,"{'x': 8.398406715292781, 'y': 5.447046313163419, 'z': 0.25629722299129504}",0.2807512243962613,0.5785283744121805
EXP_47,6,"{'x': 8.416203380192911, 'y': 5.714305015892315, 'z': 0.28622316924161456}",0.3672293152786143,0.5785283744121805
EXP_47,4,"{'x': 8.381120990514775, 'y': 5.688871327719878, 'z': 0.08328132226137064}",0.23824212473867865,0.5785283744121805
EXP_47,4,"{'x': 8.454899833264388, 'y': 5.52640329726804, 'z': 0.035725645879557025}",0.0632887035733863,0.5785283744121805
EXP_47,4,"{'x': 7.240017785742123, 'y': 5.310387827121209, 'z': -0.1601841694784386}",1.2842165705207202,0.5785283744121805
EXP_47,4,"{'x': 8.45938006120382, 'y': 5.566431875686335, 'z': 0.26853005781482164}",0.27955244588448863,0.5785283744121805
EXP_47,4,"{'x': 8.947142404881472, 'y': 5.11116247553206, 'z': -0.04220227132555467}",0.5940073147697766,0.5785283744121805
