exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_19,14,"{'x': 3.8505350093431394, 'y': 1.3489121782526652, 'z': -0.7965221208953764}",1.0387943540470368,1.0798400668617552
EXP_19,4,"{'x': 3.5055614617732016, 'y': 1.0231332568993656, 'z': -0.8168043840050231}",1.3723801259126425,1.0798400668617552
EXP_19,4,"{'x': 3.7759393108810064, 'y': 1.128385372575575, 'z': -0.8148702161365871}",1.1517245243546739,1.0798400668617552
EXP_19,4,"{'x': 4.033109529004664, 'y': 1.2620078059088002, 'z': -1.080573946183451}",1.2009729264225735,1.0798400668617552
EXP_19,4,"{'x': 4.159506802947693, 'y': 1.0869442690263087, 'z': -0.8342749608004769}",0.9912862099313193,1.0798400668617552
EXP_19,6,"{'x': 4.062291930047939, 'y': 1.0141184188433003, 'z': -1.4596019791772863}",1.599409972458594,1.0798400668617552
EXP_19,12,"{'x': 4.211485159835468, 'y': 0.7534082995940964, 'z': -0.9139260647736579}",1.2148485584631528,1.0798400668617552
EXP_19,4,"{'x': 3.712552309644648, 'y': 0.6436979600854982, 'z': -1.1894020837930448}",1.6637069483535853,1.0798400668617552
EXP_19,5,"{'x': 4.0521277884209885, 'y': 0.8178442511071695, 'z': -1.08530483365871}",1.3578981331454874,1.0798400668617552
EXP_19,19,"{'x': 3.332088256552537, 'y': 1.4347796456158568, 'z': -0.050745318004092155}",1.1708167832756753,1.0798400668617552
EXP_19,25,"{'x': 3.446485929847145, 'y': 1.2495431934252623, 'z': 0.13809264248104197}",1.0916428491040464,1.0798400668617552
EXP_19,17,"{'x': 3.3292981707592846, 'y': 1.4969300061857975, 'z': -0.3591074299400413}",1.224541101800997,1.0798400668617552
EXP_19,5,"{'x': 3.247973744904275, 'y': 1.3161490310502513, 'z': 0.185124484959368}",1.2789000039096095,1.0798400668617552
EXP_19,5,"{'x': 3.4761975398199425, 'y': 1.279216637090239, 'z': 0.44293618816825625}",1.1371365309407662,1.0798400668617552
EXP_19,6,"{'x': 3.5266783205818206, 'y': 1.117815583032028, 'z': 0.37325719102827887}",1.1102894307341669,1.0798400668617552
EXP_19,6,"{'x': 3.6571077117399455, 'y': 1.3275359396578175, 'z': -0.567545756629951}",1.0306759481039618,1.0798400668617552
EXP_19,5,"{'x': 3.4678235291023043, 'y': 1.0265808516956367, 'z': 0.0424139969107266}",1.1363723685482678,1.0798400668617552
EXP_19,22,"{'x': 3.9093905891956964, 'y': 0.9357935876521691, 'z': -0.9445205106418109}",1.2486834066327621,1.0798400668617552
