exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_20,9,"{'x': 3.8832910843153945, 'y': 2.523737917309863, 'z': -0.48121193234979337}",0.7825816379138982,0.3895806078336038
EXP_20,5,"{'x': 4.304596802217447, 'y': 2.316565466039254, 'z': 0.3134415477165808}",0.41235455617708416,0.3895806078336038
EXP_20,12,"{'x': 4.063782618349911, 'y': 3.4351852742102977, 'z': 0.07939664451414771}",1.0349752847290608,0.3895806078336038
EXP_20,17,"{'x': 4.472463402100165, 'y': 2.781948858190287, 'z': 0.43992844475972837}",0.5231977350868406,0.3895806078336038
EXP_20,12,"{'x': 4.106072644362015, 'y': 3.0028015554406924, 'z': 0.6549409135423045}",0.9148000109313513,0.3895806078336038
EXP_20,15,"{'x': 4.234385320327117, 'y': 1.9640044393987417, 'z': 0.2667962753480426}",0.6549974045750105,0.3895806078336038
EXP_20,9,"{'x': 4.396993569179677, 'y': 2.4528385680657605, 'z': 0.3116504852848435}",0.33165302652018713,0.3895806078336038
EXP_20,9,"{'x': 4.327441507296595, 'y': 2.747121737738821, 'z': 0.5822633008624539}",0.6556847260688632,0.3895806078336038
EXP_20,5,"{'x': 4.125015807780587, 'y': 2.692318335895075, 'z': 1.9125704597538895}",1.958479780339843,0.3895806078336038
EXP_20,4,"{'x': 4.623874847027243, 'y': 2.704534392939048, 'z': 0.4891957506633834}",0.5445072084004031,0.3895806078336038
EXP_20,4,"{'x': 4.070021549527993, 'y': 2.7292102025321574, 'z': 0.12989114199332163}",0.5042882608191468,0.3895806078336038
EXP_20,4,"{'x': 4.160602946696531, 'y': 1.6119412777397808, 'z': 0.5469668638106555}",1.096869623063744,0.3895806078336038
