exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_25,4,"{'x': 5.638258344343993, 'y': 1.8462254403204745, 'z': -0.016081792123201013}",0.3731494874711743,0.37775232626682786
EXP_25,10,"{'x': 5.089987961930733, 'y': 1.2085758561891848, 'z': -0.7237251460120782}",0.8813374211957644,0.37775232626682786
EXP_25,93,"{'x': 5.724741284684464, 'y': 1.1484244429014996, 'z': 0.20043906935089317}",0.4628961114548275,0.37775232626682786
EXP_25,7,"{'x': 5.006334805725737, 'y': 1.3908596570226008, 'z': -0.7118100172307787}",0.8730989291025385,0.37775232626682786
EXP_25,21,"{'x': 5.345840816428877, 'y': 1.449329908600419, 'z': -0.13683356539073527}",0.21227899095294406,0.37775232626682786
EXP_25,11,"{'x': 5.560620397403934, 'y': 1.5636836966089063, 'z': 0.12424127407860892}",0.15216993789839045,0.37775232626682786
EXP_25,7,"{'x': 5.344327867699134, 'y': 1.621078410822843, 'z': 0.22602225521571456}",0.2999728321031758,0.37775232626682786
EXP_25,4,"{'x': 5.592861786729347, 'y': 1.7119400828553544, 'z': 0.3326749061243817}",0.40524228555272956,0.37775232626682786
EXP_25,6,"{'x': 5.593981691878649, 'y': 0.45035384137465906, 'z': 0.13925691800379858}",1.0629678499371464,0.37775232626682786
EXP_25,7,"{'x': 5.644259869094631, 'y': 0.6205237611597536, 'z': 0.1501578496098373}",0.9038267422465437,0.37775232626682786
EXP_25,6,"{'x': 6.015767828112648, 'y': 1.5646004033630208, 'z': 0.2848873219026801}",0.5927822618803633,0.37775232626682786
EXP_25,6,"{'x': 5.948781344440095, 'y': 1.1428639033670172, 'z': 0.39458889931607327}",0.6961688085514893,0.37775232626682786
EXP_25,4,"{'x': 6.106726648268775, 'y': 1.3740160485819275, 'z': 0.3495361930499792}",0.7114148859842616,0.37775232626682786
EXP_25,4,"{'x': 5.833283276569, 'y': 0.27027265282225804, 'z': -0.1786220813556244}",1.2865259188994214,0.37775232626682786
EXP_25,4,"{'x': 5.8985556643556905, 'y': 0.4014704729524348, 'z': -0.08485101399266476}",1.171662161205183,0.37775232626682786
