exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_36,19,"{'x': 6.979380804662108, 'y': 0.1283484118434089, 'z': 0.052269780445190754}",0.6418103613996895,0.19645897790633055
EXP_36,126,"{'x': 7.356705411250175, 'y': 0.5631987538122651, 'z': 0.050473501061019485}",0.16455813562385788,0.19645897790633055
EXP_36,6,"{'x': 6.9078447335451285, 'y': 0.6572585116289318, 'z': -0.3205266716685966}",0.6914943094487475,0.19645897790633055
EXP_36,7,"{'x': 7.045184076287451, 'y': 0.37585150148561397, 'z': 0.04009332094580554}",0.4731298553251524,0.19645897790633055
EXP_36,9,"{'x': 7.7296054423047265, 'y': 1.3847264572091766, 'z': -1.4104756627142376}",1.6807499814071098,0.19645897790633055
EXP_36,4,"{'x': 7.703671953841823, 'y': 0.26377003306329083, 'z': 0.017009124044807634}",0.31236697968895527,0.19645897790633055
EXP_36,9,"{'x': 7.965079354224857, 'y': 0.38358011450564344, 'z': -0.0439656325018845}",0.4814592090717547,0.19645897790633055
EXP_36,10,"{'x': 8.05335625882093, 'y': 0.5987483792274062, 'z': -0.01190040032364316}",0.5622587126937206,0.19645897790633055
EXP_36,7,"{'x': 7.795445388591385, 'y': 0.6891942488193162, 'z': 0.25761137936552586}",0.4352189793655602,0.19645897790633055
EXP_36,1,"{'x': 7.990556508845666, 'y': 0.46661827235418113, 'z': -0.04230178848998981}",0.49355162850506296,0.19645897790633055
EXP_36,4,"{'x': 7.699798799407566, 'y': 0.44472774309511637, 'z': 0.15640664380889924}",0.25969037332947076,0.19645897790633055
