exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_3,6,"{'x': 1.146668958472369, 'y': 2.828931169167481, 'z': 0.722715425292708}",1.0476122326509938,0.9284361475082711
EXP_3,18,"{'x': 1.4017319179665955, 'y': 2.681246597148638, 'z': 0.6042913037182802}",1.0223868250324826,0.9284361475082711
EXP_3,74,"{'x': 1.3359245427142974, 'y': 3.263114835783507, 'z': 0.6432546897053701}",0.7049009221160091,0.9284361475082711
EXP_3,4,"{'x': 1.0419789643296231, 'y': 3.3102943972437395, 'z': 0.649115258931543}",0.8167502066115442,0.9284361475082711
EXP_3,6,"{'x': 0.9535552287766249, 'y': 3.0275873331003567, 'z': 0.6031859446295693}",0.9410446110573079,0.9284361475082711
EXP_3,4,"{'x': 1.1413055271250316, 'y': 3.2761163511626012, 'z': 1.1174182201305785}",1.1947299527508297,0.9284361475082711
EXP_3,7,"{'x': 1.1386812209024169, 'y': 2.9883189533676044, 'z': 0.931384140226806}",1.1224440030576135,0.9284361475082711
EXP_3,4,"{'x': 1.9253902782542474, 'y': 2.0204143011987097, 'z': 0.41007403580829327}",1.5932241932634592,0.9284361475082711
EXP_3,4,"{'x': 1.7009106048813116, 'y': 1.89808336828476, 'z': 0.4197439439622726}",1.6681104609707356,0.9284361475082711
EXP_3,5,"{'x': 1.4317634489994855, 'y': 1.9433402961228914, 'z': 0.2418106580840369}",1.576842848859708,0.9284361475082711
EXP_3,4,"{'x': 1.6343988270108398, 'y': 2.0778723810782234, 'z': 0.2650409920351845}",1.4528099566013444,0.9284361475082711
EXP_3,5,"{'x': 0.9672520979792971, 'y': 2.1519951492110687, 'z': -0.6122387010691872}",1.5734236969106572,0.9284361475082711
EXP_3,4,"{'x': 1.1934172548583133, 'y': 1.9663101447099125, 'z': -0.32007522294372776}",1.5964658655918704,0.9284361475082711
EXP_3,4,"{'x': 1.597942002524419, 'y': 3.2844794230757097, 'z': 0.42190200595761895}",0.48376055027254966,0.9284361475082711
EXP_3,4,"{'x': 1.6492536242485025, 'y': 2.679734836203229, 'z': 0.5475702988503468}",0.9975210975212504,0.9284361475082711
EXP_3,5,"{'x': 1.8175638893049229, 'y': 2.2699468279567556, 'z': 0.4803790621909698}",1.3582341219392189,0.9284361475082711
EXP_3,4,"{'x': 1.6292204378041755, 'y': 2.4301792577122128, 'z': 0.35871831320691144}",1.1357069912613904,0.9284361475082711
