exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_1,4,"{'x': 1.0840751909754585, 'y': 0.45663555846013126, 'z': 0.45401908284194226}",1.2115165578728175,0.6967569805893588
EXP_1,4,"{'x': 1.4801383940744606, 'y': 0.773174872376404, 'z': 0.5597272881630211}",0.9175501839136647,0.6967569805893588
EXP_1,123,"{'x': 1.2198355592258647, 'y': 0.8347245326239426, 'z': 0.4138595763235657}",0.8321354096539818,0.6967569805893588
EXP_1,14,"{'x': 1.3666276141537377, 'y': 1.50247101221709, 'z': 0.7443289961607934}",0.7561642017445682,0.6967569805893588
EXP_1,23,"{'x': 1.2124359340428412, 'y': 1.694733361768798, 'z': 0.4734898743076748}",0.5872172511089913,0.6967569805893588
EXP_1,26,"{'x': 1.2862478896866874, 'y': 1.3902333807832936, 'z': 0.5222435420625895}",0.5748559123815288,0.6967569805893588
EXP_1,4,"{'x': 1.3265167617541376, 'y': 2.151370664173007, 'z': 0.6016194779105416}",0.9035191032844851,0.6967569805893588
EXP_1,7,"{'x': 2.0718549611003736, 'y': 0.34681388314319345, 'z': -0.09164425926674481}",1.2904768149796415,0.6967569805893588
EXP_1,4,"{'x': 2.3249725939050485, 'y': 0.6500312961096588, 'z': -0.9931690549415756}",1.54582380625995,0.6967569805893588
EXP_1,5,"{'x': 2.14260303972823, 'y': 0.32981794972099715, 'z': -0.21588819313994168}",1.3523740643771602,0.6967569805893588
EXP_1,6,"{'x': 1.8534702976315875, 'y': 0.3413886193001896, 'z': -0.6310197519966515}",1.365824736194216,0.6967569805893588
EXP_1,4,"{'x': 1.9082584458772884, 'y': 0.2557802857471177, 'z': -0.19012439324395491}",1.3232084265148858,0.6967569805893588
EXP_1,5,"{'x': 2.1599539888195802, 'y': 0.07831330378432787, 'z': -0.11151831978432052}",1.5713889206685911,0.6967569805893588
EXP_1,4,"{'x': 1.321908364604608, 'y': 0.4887436272926857, 'z': 0.18996101424943848}",1.0442927271603493,0.6967569805893588
EXP_1,6,"{'x': 2.0547983267144567, 'y': 0.5643431462350021, 'z': -0.8467859606487941}",1.3785527809989722,0.6967569805893588
EXP_1,6,"{'x': 1.4527421304617463, 'y': 0.5741521604655703, 'z': -0.31860610595385513}",0.9802289987548827,0.6967569805893588
