exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_28,5,"{'x': 5.41878459743692, 'y': 5.1743022211503344, 'z': 0.6668688241521588}",0.9518558399253532,0.6613401091722775
EXP_28,13,"{'x': 5.700794281699709, 'y': 5.270250087245454, 'z': 0.5768669892735813}",0.9831054572119919,0.6613401091722775
EXP_28,10,"{'x': 5.586648782520873, 'y': 5.324252042195484, 'z': 0.24888989495845357}",0.8654023688435339,0.6613401091722775
EXP_28,5,"{'x': 5.524296710523009, 'y': 5.2508731190878475, 'z': -0.243974761715429}",0.789922337954814,0.6613401091722775
EXP_28,4,"{'x': 5.839687368068869, 'y': 5.219114006923541, 'z': 0.33938138793555717}",0.864692581210224,0.6613401091722775
EXP_28,7,"{'x': 5.548905461716475, 'y': 4.726975812009455, 'z': 0.6077150621900129}",0.650553226108364,0.6613401091722775
EXP_28,12,"{'x': 5.635972136935705, 'y': 4.995945894905566, 'z': -0.06334545507623457}",0.5180923662823067,0.6613401091722775
EXP_28,5,"{'x': 5.866720457829169, 'y': 5.0704039710283055, 'z': 0.5513779552647617}",0.8739948569642731,0.6613401091722775
EXP_28,13,"{'x': 5.73710323028189, 'y': 5.051795464815166, 'z': 0.2723549153116171}",0.6594705527921623,0.6613401091722775
EXP_28,5,"{'x': 5.441443778877026, 'y': 4.923025955787862, 'z': 0.6067681887101793}",0.7420035040348529,0.6613401091722775
EXP_28,4,"{'x': 5.355715389025784, 'y': 5.035842871223699, 'z': 0.5286514727132028}",0.7664383993511807,0.6613401091722775
EXP_28,4,"{'x': 5.193218491854292, 'y': 5.11180353978572, 'z': 0.5874804828862809}",0.9019876551261662,0.6613401091722775
EXP_28,3,"{'x': 5.536588204698329, 'y': 5.247347213426511, 'z': 0.3667185231496262}",0.8332261037677589,0.6613401091722775
