exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_32,12,"{'x': 6.380691991149395, 'y': 2.100582462429746, 'z': -0.16207234065808235}",0.4472463079780536,0.9242589734484593
EXP_32,36,"{'x': 6.966804341464485, 'y': 2.9419578628522873, 'z': 0.012932275707535792}",0.6429872860329356,0.9242589734484593
EXP_32,6,"{'x': 6.7537067732208484, 'y': 2.19216060895346, 'z': -0.10640791167606234}",0.41282622251983947,0.9242589734484593
EXP_32,4,"{'x': 6.040575578113014, 'y': 2.890830476941484, 'z': -1.9861243470739725}",2.0756604274302672,0.9242589734484593
EXP_32,25,"{'x': 6.5868603175329925, 'y': 2.5790808531015563, 'z': -0.004678438101898793}",0.1176031887322788,0.9242589734484593
EXP_32,34,"{'x': 6.950874094491375, 'y': 2.603522407453948, 'z': -0.009418677656718144}",0.46272175224426165,0.9242589734484593
EXP_32,4,"{'x': 5.719170030631825, 'y': 3.042424325489716, 'z': -2.264297647288577}",2.455789260095418,0.9242589734484593
EXP_32,7,"{'x': 6.065247076060133, 'y': 1.8240480054003518, 'z': -0.39608444693794415}",0.8960592893330217,0.9242589734484593
EXP_32,7,"{'x': 5.485321032277633, 'y': 3.0366050116264662, 'z': -2.468980798987853}",2.72277737797272,0.9242589734484593
EXP_32,9,"{'x': 6.673778729106232, 'y': 2.3548042924968957, 'z': -0.13665197760735162}",0.2645304708346469,0.9242589734484593
EXP_32,9,"{'x': 5.862030304222213, 'y': 3.1385715425523957, 'z': -2.032238997214336}",2.223666072053086,0.9242589734484593
EXP_32,12,"{'x': 6.005913975590527, 'y': 3.105815263723452, 'z': -1.8415420944603034}",2.0005625958714712,0.9242589734484593
EXP_32,9,"{'x': 6.430122105126198, 'y': 2.399685635325415, 'z': -0.016828506798885815}",0.12340316041333753,0.9242589734484593
EXP_32,4,"{'x': 6.779315454330055, 'y': 2.5511924586276757, 'z': -0.5331474046773979}",0.6040078972993649,0.9242589734484593
EXP_32,4,"{'x': 6.704771237835878, 'y': 2.9426271536172885, 'z': -0.09208661442049508}",0.49630656856422917,0.9242589734484593
EXP_32,4,"{'x': 5.917593444099367, 'y': 1.5879041198005566, 'z': 0.036034167236298355}",1.08277983450007,0.9242589734484593
EXP_32,4,"{'x': 7.100988376452603, 'y': 2.4117486211641532, 'z': -0.26831297420161526}",0.664065343170384,0.9242589734484593
