exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_37,48,"{'x': 7.5125034760227765, 'y': 0.9133142301758905, 'z': 0.023431701204537792}",0.5872994977011303,0.809545069776847
EXP_37,6,"{'x': 7.109865607011049, 'y': 1.9919365506062856, 'z': -2.070322162431054}",2.163396799017693,0.809545069776847
EXP_37,9,"{'x': 7.65372073239206, 'y': 0.9218238669209489, 'z': -0.18182357684317466}",0.6252920677571402,0.809545069776847
EXP_37,4,"{'x': 7.278076113136457, 'y': 1.8958188776012277, 'z': -1.446855026417544}",1.5163828210580599,0.809545069776847
EXP_37,13,"{'x': 7.414375055524856, 'y': 1.7463179076817126, 'z': -1.1706910640505563}",1.1993871518404724,0.809545069776847
EXP_37,5,"{'x': 7.412147999941685, 'y': 1.4892374233290635, 'z': -0.44632798397051976}",0.45500191208389446,0.809545069776847
EXP_37,8,"{'x': 7.798935567331843, 'y': 0.8572489741016452, 'z': -0.049709435328561126}",0.7106357294704508,0.809545069776847
EXP_37,3,"{'x': 7.653401551133456, 'y': 0.56009222147352, 'z': -0.07135343880754208}",0.9550086544110478,0.809545069776847
EXP_37,5,"{'x': 7.694480340011194, 'y': 0.6144045040373659, 'z': -0.2875278049768784}",0.9511960155509483,0.809545069776847
EXP_37,6,"{'x': 7.4899962321868445, 'y': 1.6730002315272927, 'z': -0.9811483987810726}",0.9962862088777501,0.809545069776847
EXP_37,4,"{'x': 7.554662307083518, 'y': 0.352219629947067, 'z': -0.4921190040098653}",1.25003973536844,0.809545069776847
EXP_37,20,"{'x': 8.060668387286762, 'y': 0.6928585449394314, 'z': -0.013661313844037478}",0.9828441331157249,0.809545069776847
EXP_37,6,"{'x': 8.089820354197967, 'y': 0.42905720822900323, 'z': -0.07201307968924563}",1.2246937780522935,0.809545069776847
EXP_37,4,"{'x': 7.750720952804314, 'y': 0.18138405333142338, 'z': -0.41102769747285073}",1.4037369589777138,0.809545069776847
