exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_7,5,"{'x': 2.5471814543246443, 'y': 0.7507501115357703, 'z': 0.3766778227974317}",0.8398996190021758,0.17102619682376144
EXP_7,33,"{'x': 2.483640769402184, 'y': 1.5289558389262623, 'z': 0.30330020084028403}",0.3051243189259093,0.17102619682376144
EXP_7,53,"{'x': 2.284167771637133, 'y': 1.6957245281638207, 'z': 0.4381793875250572}",0.5262008836936708,0.17102619682376144
EXP_7,4,"{'x': 2.118792000124701, 'y': 1.467615315943576, 'z': 0.40858094305480763}",0.5597474073186942,0.17102619682376144
EXP_7,4,"{'x': 2.1399631683960787, 'y': 2.086497247002441, 'z': 0.4988555945663794}",0.8499902705325514,0.17102619682376144
EXP_7,4,"{'x': 2.285540515212859, 'y': 2.03755509105226, 'z': 0.4237230911856589}",0.7173184090764714,0.17102619682376144
EXP_7,4,"{'x': 2.0865612151392323, 'y': 2.2462388115423053, 'z': 0.4134420602703296}",0.94795229837793,0.17102619682376144
EXP_7,23,"{'x': 2.899347639941071, 'y': 1.348874893499842, 'z': 0.009534378662492767}",0.42703858139517104,0.17102619682376144
EXP_7,20,"{'x': 2.861652373468917, 'y': 1.4159021450838498, 'z': -0.3276608713670471}",0.4952645656616269,0.17102619682376144
EXP_7,5,"{'x': 2.4176347831709535, 'y': 1.338360776589717, 'z': 0.1371724318099276}",0.22743825535736056,0.17102619682376144
EXP_7,3,"{'x': 2.696897225087856, 'y': 1.3248073618105691, 'z': -0.10928343482379088}",0.2853263745257349,0.17102619682376144
EXP_7,5,"{'x': 2.595420398976245, 'y': 1.3773820932848335, 'z': 0.19441318324482815}",0.24884388680455874,0.17102619682376144
EXP_7,4,"{'x': 3.149767692887769, 'y': 1.223517205785269, 'z': 0.028171277227082764}",0.706744317274642,0.17102619682376144
