exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_24,41,"{'x': 5.69490924358899, 'y': 0.739460609542643, 'z': 0.13656498112091936}",0.3376474788888551,0.24798389060582132
EXP_24,57,"{'x': 5.648407600670179, 'y': 0.44389219302686206, 'z': 0.29692821038120354}",0.3366294401860893,0.24798389060582132
EXP_24,6,"{'x': 5.340672547274469, 'y': 1.1196225515430898, 'z': -0.014990011650327853}",0.6399262848172436,0.24798389060582132
EXP_24,6,"{'x': 5.150677814404094, 'y': 0.7878188741650911, 'z': 0.17982623251757382}",0.48699832648583125,0.24798389060582132
EXP_24,5,"{'x': 5.625077628620948, 'y': 0.5424506337284674, 'z': 0.5203990881469631}",0.5369100669572139,0.24798389060582132
EXP_24,40,"{'x': 5.475166454498053, 'y': 0.7471855561329411, 'z': 0.37383062926919697}",0.44883105953131186,0.24798389060582132
EXP_24,4,"{'x': 5.4114735886622585, 'y': 0.6889554046638855, 'z': 0.16388188444555898}",0.26536099939516344,0.24798389060582132
EXP_24,6,"{'x': 5.267582554642494, 'y': 1.0857960740702637, 'z': 0.38132655010449606}",0.7365874625596068,0.24798389060582132
EXP_24,5,"{'x': 5.741542364177116, 'y': 0.9618443280819564, 'z': -0.19505021356024196}",0.5564579948208132,0.24798389060582132
EXP_24,19,"{'x': 5.981269883112682, 'y': 0.6422260267593703, 'z': 0.12086917272431297}",0.5162241179952753,0.24798389060582132
EXP_24,5,"{'x': 5.619066418466554, 'y': 0.8144693269307164, 'z': -0.08085303100433369}",0.3458899680534261,0.24798389060582132
EXP_24,9,"{'x': 5.459599670598598, 'y': 0.9800151285483609, 'z': -0.055488924571176525}",0.4848839139422961,0.24798389060582132
EXP_24,6,"{'x': 5.26121480591159, 'y': 0.8276575897675742, 'z': -0.20171052648141463}",0.4528748392216112,0.24798389060582132
EXP_24,4,"{'x': 5.871074833532381, 'y': 0.28458683643673965, 'z': 0.2027011696409045}",0.47455206247576265,0.24798389060582132
EXP_24,4,"{'x': 6.0001046959995, 'y': 0.34700614095878274, 'z': 0.3233198898138625}",0.6148429880872024,0.24798389060582132
EXP_24,4,"{'x': 5.285645283506697, 'y': 0.3465484605981058, 'z': 0.12607260512541973}",0.29228551110173107,0.24798389060582132
EXP_24,5,"{'x': 5.580692174843895, 'y': 1.074807554462145, 'z': -0.07935972028976965}",0.5858428884948592,0.24798389060582132
EXP_24,4,"{'x': 5.102263357374062, 'y': 0.382574013368733, 'z': 0.22731752741391745}",0.4728777220381611,0.24798389060582132
EXP_24,6,"{'x': 5.027313373707085, 'y': 1.135269298364653, 'z': 0.29939215758087934}",0.8465764820735334,0.24798389060582132
EXP_24,4,"{'x': 5.920412755854731, 'y': 0.8822432487506742, 'z': -0.14361285324925147}",0.5860323881834518,0.24798389060582132
EXP_24,9,"{'x': 6.214853786696327, 'y': 0.7653321235924191, 'z': 0.10282437641856716}",0.7694374178580088,0.24798389060582132
EXP_24,4,"{'x': 5.784415764240704, 'y': 0.7567409699462389, 'z': -0.14809799369910093}",0.4107454929758815,0.24798389060582132
EXP_24,4,"{'x': 6.237923430253597, 'y': 0.4630840265898426, 'z': 0.3485441110878906}",0.8168906107919223,0.24798389060582132
