exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_21,37,"{'x': 4.236682191960368, 'y': 3.6006631740502018, 'z': 0.25600073282667274}",0.38079309342476264,0.5144141327763071
EXP_21,3,"{'x': 4.116984657975373, 'y': 3.508539243501819, 'z': 0.07600742270894696}",0.39056017462101794,0.5144141327763071
EXP_21,5,"{'x': 4.302690076634339, 'y': 3.238349418106901, 'z': 0.2712220204540429}",0.42539818993503015,0.5144141327763071
EXP_21,24,"{'x': 4.331074807687371, 'y': 3.587384031009051, 'z': -0.05632385012067815}",0.19833219607517072,0.5144141327763071
EXP_21,8,"{'x': 4.333127301198871, 'y': 3.305137562191918, 'z': 0.03437556897538441}",0.25889183069382476,0.5144141327763071
EXP_21,5,"{'x': 4.4468056369027975, 'y': 3.170143879191961, 'z': 0.14234028373468774}",0.36319903634233386,0.5144141327763071
EXP_21,5,"{'x': 4.084312999212221, 'y': 3.043132670150972, 'z': -0.048874618645509446}",0.6196412752552884,0.5144141327763071
EXP_21,9,"{'x': 4.2356060292526045, 'y': 3.2002131787994017, 'z': -0.7283499857149486}",0.8307877526781434,0.5144141327763071
EXP_21,5,"{'x': 4.380448979520947, 'y': 3.5541714955797965, 'z': 0.2648340221288081}",0.295568672223563,0.5144141327763071
EXP_21,4,"{'x': 4.138973090373321, 'y': 3.3386927303279217, 'z': 0.44346833212722114}",0.5941640682505127,0.5144141327763071
EXP_21,6,"{'x': 4.221713133899169, 'y': 3.26012387000454, 'z': 0.6595009267101436}",0.7549457927560096,0.5144141327763071
EXP_21,9,"{'x': 4.405939434407575, 'y': 3.4814289769912454, 'z': -0.36594288348429865}",0.3782639025865408,0.5144141327763071
EXP_21,16,"{'x': 4.235368457323737, 'y': 3.132908922486476, 'z': -1.020344443388518}",1.1161485832988365,0.5144141327763071
EXP_21,6,"{'x': 4.397565683551209, 'y': 3.351805148123647, 'z': -0.6682763472744266}",0.6921516380100535,0.5144141327763071
EXP_21,4,"{'x': 4.4753180637117635, 'y': 3.7740077544407122, 'z': 0.17070674358820903}",0.32376624283578426,0.5144141327763071
EXP_21,4,"{'x': 4.535666707781121, 'y': 3.2493312945156276, 'z': -1.023872817993347}",1.0547493493716884,0.5144141327763071
EXP_21,4,"{'x': 4.639094984075196, 'y': 3.501002904386804, 'z': -1.1302057478117333}",1.1387281721288889,0.5144141327763071
