exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_18,7,"{'x': 4.4660285404380415, 'y': 1.105818641297114, 'z': 0.19005339754544412}",0.6358361817323703,0.32212229044262064
EXP_18,34,"{'x': 4.6494593495305665, 'y': 0.9014519078914807, 'z': 0.23465309101648957}",0.48850444214971056,0.32212229044262064
EXP_18,7,"{'x': 3.5903215254844207, 'y': 0.15460882814863813, 'z': 0.03858331084910018}",0.973830175133221,0.32212229044262064
EXP_18,15,"{'x': 4.318855590910397, 'y': 0.8569544268047535, 'z': 0.00584633982519923}",0.4003496596726416,0.32212229044262064
EXP_18,5,"{'x': 3.4599290166740517, 'y': -0.0492950521382436, 'z': 0.07510143881806072}",1.1786341714034934,0.32212229044262064
EXP_18,5,"{'x': 4.277810704936172, 'y': 1.4794304126291604, 'z': -0.06927672587366185}",1.0066775501619176,0.32212229044262064
EXP_18,23,"{'x': 4.286901079716191, 'y': 0.9496375360406846, 'z': 0.5623849660413586}",0.7508964842107066,0.32212229044262064
EXP_18,5,"{'x': 4.429236746624615, 'y': 1.384013668885242, 'z': 0.07503766934471545}",0.8899964269591197,0.32212229044262064
EXP_18,6,"{'x': 3.7394980160475364, 'y': 0.33848260820785986, 'z': 0.0936092055646335}",0.7830730872658056,0.32212229044262064
EXP_18,4,"{'x': 4.295808954697984, 'y': 0.4667141886280094, 'z': -0.1183252587411328}",0.23833048483146269,0.32212229044262064
EXP_18,26,"{'x': 4.912253486265347, 'y': 0.7564642336382875, 'z': 0.2204609387262624}",0.5332952184297175,0.32212229044262064
EXP_18,14,"{'x': 4.3182206110331105, 'y': 0.6757288140867017, 'z': 0.5346972203623002}",0.5914607510224157,0.32212229044262064
EXP_18,5,"{'x': 4.487522908794398, 'y': 0.6228459950817019, 'z': 0.24163064009791677}",0.2713054551607837,0.32212229044262064
EXP_18,17,"{'x': 4.6754528652064, 'y': 0.5044675029814706, 'z': 0.43499613121011865}",0.46909007663773933,0.32212229044262064
EXP_18,8,"{'x': 4.801546701749232, 'y': 0.5575687503755041, 'z': 0.2193660951971178}",0.37730143121912474,0.32212229044262064
EXP_18,4,"{'x': 3.1511919578382956, 'y': 0.6018406517584228, 'z': -1.530306939408681}",2.0424110188696103,0.32212229044262064
EXP_18,6,"{'x': 4.857329604927156, 'y': 0.42910014721035256, 'z': 0.13377351653069477}",0.3880625465050708,0.32212229044262064
EXP_18,6,"{'x': 4.3863327609107445, 'y': 0.43460563523050055, 'z': 0.387079933115003}",0.4087190477577476,0.32212229044262064
EXP_18,4,"{'x': 4.539864810513299, 'y': 0.660131712491762, 'z': -0.10874085879626531}",0.19758469070249354,0.32212229044262064
EXP_18,6,"{'x': 4.434519141171413, 'y': 1.0652949320501346, 'z': 0.7129504333715729}",0.912262758200728,0.32212229044262064
EXP_18,5,"{'x': 4.222670785108692, 'y': 1.7310083023969447, 'z': 0.13269566497002067}",1.2688047840389003,0.32212229044262064
EXP_18,5,"{'x': 5.046927975921157, 'y': 0.5580095633790557, 'z': 0.13448268777376604}",0.5661747610058223,0.32212229044262064
EXP_18,3,"{'x': 4.603907909645467, 'y': 1.0304507108829226, 'z': 0.6765825469676283}",0.8660329208523195,0.32212229044262064
EXP_18,10,"{'x': 5.268750106791426, 'y': 0.5490009743778823, 'z': 0.08772645151166651}",0.7753358820537068,0.32212229044262064
EXP_18,8,"{'x': 4.816588207724016, 'y': 0.326366078845043, 'z': 0.5470457829816123}",0.6554246867489812,0.32212229044262064
EXP_18,5,"{'x': 5.074212015070783, 'y': 0.645713747461973, 'z': 0.5579754373997631}",0.8138170126017276,0.32212229044262064
EXP_18,4,"{'x': 4.69940990464632, 'y': 0.6291470938914255, 'z': 0.5958673436758941}",0.6415013484007652,0.32212229044262064
EXP_18,4,"{'x': 4.9507435041928325, 'y': 0.44348262400894345, 'z': 0.4817222332004836}",0.6620858177003948,0.32212229044262064
EXP_18,4,"{'x': 4.853872525207108, 'y': 0.5649618856018147, 'z': 0.6747405325056784}",0.764650443013015,0.32212229044262064
EXP_18,9,"{'x': 5.419224811817487, 'y': 0.2989572837313787, 'z': -0.04527821258296464}",0.9420094107810176,0.32212229044262064
EXP_18,4,"{'x': 5.241067095021776, 'y': 0.3612656466714199, 'z': -0.32423496341008223}",0.8207146519954426,0.32212229044262064
EXP_18,10,"{'x': 5.065518806924468, 'y': 0.2618970303321938, 'z': 0.4795569580941358}",0.7787798276791715,0.32212229044262064
