exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc,point_with_the_lowest_sum_of_distances
EXP_23,9,"{'x': 3.9798203627271227, 'y': 5.050080882365831, 'z': 0.5745595545550795}",0.8962048928676971,0.48549139024291643
EXP_23,19,"{'x': 4.291895046331876, 'y': 5.073790841731988, 'z': 0.7448987063391413}",0.8830787394111579,0.48549139024291643
EXP_23,7,"{'x': 4.269281441486522, 'y': 4.97147420316186, 'z': 0.4153836884557962}",0.7106981778504853,0.48549139024291643
EXP_23,135,"{'x': 4.261574871801882, 'y': 5.173932377350308, 'z': 0.060623815392609234}",0.4084704762892912,0.48549139024291643
EXP_23,9,"{'x': 4.236331486436817, 'y': 5.073978203397386, 'z': 0.5893719539982376}",0.7735670946983204,0.48549139024291643
EXP_23,15,"{'x': 4.085372339024517, 'y': 4.685375216938927, 'z': 0.6197431642410705}",1.1043072081626564,0.48549139024291643
EXP_23,16,"{'x': 4.563751339159838, 'y': 4.965283998559622, 'z': 0.6632038372211237}",0.8542884583090187,0.48549139024291643
EXP_23,7,"{'x': 4.531917227385819, 'y': 4.697926454300737, 'z': 0.6367314281046397}",1.0245823100171116,0.48549139024291643
EXP_23,5,"{'x': 4.375094545338131, 'y': 4.775360295613355, 'z': 0.7121235886661551}",1.0235876025040553,0.48549139024291643
EXP_23,9,"{'x': 4.2526751812345855, 'y': 4.91456083085998, 'z': 0.04788600669852922}",0.6372949552601213,0.48549139024291643
EXP_23,5,"{'x': 4.355146882806477, 'y': 5.392035057252612, 'z': 0.7626699383676496}",0.7838184100925417,0.48549139024291643
EXP_23,13,"{'x': 4.427538914341516, 'y': 5.206741933966692, 'z': 0.718956755032126}",0.7798988011274285,0.48549139024291643
EXP_23,4,"{'x': 4.083559112798742, 'y': 5.358711907526614, 'z': 0.14446074743700588}",0.4628551609305014,0.48549139024291643
EXP_23,6,"{'x': 4.567984769341508, 'y': 4.983727926438782, 'z': 0.04807355508132668}",0.5229754296331713,0.48549139024291643
EXP_23,7,"{'x': 4.182668701399235, 'y': 5.384630100996858, 'z': 0.9282224197795601}",0.9877002024906142,0.48549139024291643
EXP_23,8,"{'x': 3.8652534977322146, 'y': 4.8777195644837805, 'z': 0.5898118601057287}",1.066754620332155,0.48549139024291643
EXP_23,3,"{'x': 4.234688302745698, 'y': 4.8833364875632945, 'z': 0.7241712871553082}",0.9875062632712764,0.48549139024291643
