exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_34,6,"{'x': 6.118402820963078, 'y': 3.8770709622235238, 'z': -0.9144085798656003}",1.170363332474151,0.6588289990581776
EXP_34,13,"{'x': 6.339048341932024, 'y': 4.194566353429907, 'z': 0.016865374115631916}",0.3456526724907529,0.6588289990581776
EXP_34,53,"{'x': 6.092689379506043, 'y': 5.238031020707193, 'z': 0.5820036936018655}",1.0243345596044298,0.6588289990581776
EXP_34,6,"{'x': 5.967194039922487, 'y': 4.0301837813808845, 'z': -0.5588477208193234}",0.9037949546218987,0.6588289990581776
EXP_34,6,"{'x': 5.777712512824718, 'y': 4.390739699501376, 'z': -1.0532306906690136}",1.2817542744223636,0.6588289990581776
EXP_34,7,"{'x': 6.5038085569733175, 'y': 4.495247956672541, 'z': 0.5842362509554775}",0.5842320771748158,0.6588289990581776
EXP_34,4,"{'x': 6.264839697077028, 'y': 4.750309694722087, 'z': 0.6617331094155413}",0.7455306968864528,0.6588289990581776
EXP_34,5,"{'x': 6.506140651623488, 'y': 4.637117424975172, 'z': 0.4665805382843997}",0.48636321818163847,0.6588289990581776
EXP_34,5,"{'x': 6.128083425899306, 'y': 4.441015770213785, 'z': -0.818245618721457}",0.9006896524330676,0.6588289990581776
EXP_34,4,"{'x': 6.550632854143695, 'y': 5.171038150514969, 'z': -1.1235652391172544}",1.3096863441297693,0.6588289990581776
EXP_34,4,"{'x': 6.4440488828486755, 'y': 5.294948646163816, 'z': 0.17044154739779713}",0.8148853723070505,0.6588289990581776
