exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_19,39,"{'x': 3.6635822509824103, 'y': 1.3134488411066447, 'z': -0.8378743858822386}",1.198524480350735
EXP_19,5,"{'x': 3.4959845002654135, 'y': 1.356298887250342, 'z': -0.6228065391317023}",1.1901871827574013
