exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_44,43,"{'x': 8.225980007134321, 'y': 2.094718312672553, 'z': -0.34726528339662344}",0.5999678158034808
EXP_44,9,"{'x': 8.202166995351078, 'y': 1.9166142953568053, 'z': -0.12491474231629075}",0.6668136246358499
EXP_44,6,"{'x': 7.895450839632455, 'y': 2.0359652331793847, 'z': -1.1896874125571881}",1.4128348594227138
