exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_10,4,"{'x': 2.370701880975262, 'y': 4.777898704407677, 'z': 0.4692238464894144}",0.560442271781849
EXP_10,28,"{'x': 2.344662775606647, 'y': 4.701732478075144, 'z': 0.77974852793968}",0.8202030663195546
