exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_2,44,"{'x': 1.0391098600599475, 'y': 1.7871111635436792, 'z': 0.5464188300733274}",1.0095584084142928
EXP_2,6,"{'x': 1.1142895958061079, 'y': 1.4787863615778303, 'z': 0.335512373779071}",1.142004457084122
EXP_2,8,"{'x': 1.1229102891056275, 'y': 1.6668659601479998, 'z': 0.3383084364841622}",0.9750420042234077
