exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_41,42,"{'x': 7.1537401367483415, 'y': 5.555780753203824, 'z': 0.4092487162850604}",0.5389637928469779
EXP_41,5,"{'x': 7.03936718982384, 'y': 5.826801417308387, 'z': 0.3438351769441835}",0.661172473716201
EXP_41,5,"{'x': 7.138043130937116, 'y': 5.529483878793116, 'z': -0.12651863261928833}",0.38459914196472156
