exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_18,50,"{'x': 4.627855852608061, 'y': 0.6842792403828719, 'z': 0.45468074958582305}",0.507027602798901
EXP_18,7,"{'x': 4.717119012700958, 'y': 0.7346318732572588, 'z': 0.27304703582072865}",0.4203552902010395
