exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_47,43,"{'x': 8.027369313166894, 'y': 5.3992049162807785, 'z': 0.044411360765885595}",0.48526565920122544
EXP_47,10,"{'x': 7.981518963093459, 'y': 5.348083164403607, 'z': -0.1765104841762708}",0.568390807455575
EXP_47,4,"{'x': 7.798457819293434, 'y': 5.338370791913317, 'z': -0.3454557474087431}",0.798490488359129
