exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_24,53,"{'x': 5.60736360520426, 'y': 0.6011679899256821, 'z': 0.330134873486213}",0.3615829227162146
EXP_24,6,"{'x': 5.461268129709505, 'y': 0.6562609155744935, 'z': 0.49376029627007006}",0.5193898535782154
