exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_27,15,"{'x': 4.84862683433432, 'y': 3.7709008775926693, 'z': -0.8326393068111944}",1.0912980940146464
EXP_27,11,"{'x': 4.8200027784694575, 'y': 3.8190600090139197, 'z': -1.0457503828805221}",1.287603374490763
EXP_27,4,"{'x': 4.98188219868971, 'y': 3.783921104544815, 'z': -0.8243131123201887}",1.014148564067415
EXP_27,5,"{'x': 4.960475432998971, 'y': 3.7114067528093697, 'z': -1.086157461354278}",1.2310892128517739
