exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_38,53,"{'x': 7.634802617551646, 'y': 2.2411309427433106, 'z': -0.07760345235646417}",0.3020298164089104
EXP_38,8,"{'x': 7.648003201629557, 'y': 2.4573991019647563, 'z': 0.016619798937372886}",0.1549010006423455
