exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_6,41,"{'x': 2.9681807079557445, 'y': 0.5579179441070962, 'z': 0.44086389787778213}",0.6457216583017794
EXP_6,4,"{'x': 2.954642403486971, 'y': 0.5907702123496683, 'z': 0.2384483953930756}",0.5212872144988788
EXP_6,5,"{'x': 3.1690900366058963, 'y': 0.4336583054129705, 'z': 0.2275805304631242}",0.7098536891500951
