exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_7,50,"{'x': 2.394554893711289, 'y': 1.2322443577039326, 'z': 0.14238440840307023}",0.3210977421284678
EXP_7,7,"{'x': 2.3403379367600445, 'y': 1.5701991049761987, 'z': 0.3310416383708516}",0.37415655814110754
