exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_45,51,"{'x': 8.216971698179707, 'y': 3.3109253193669286, 'z': 0.14035693779628944}",0.3681846954994187
EXP_45,6,"{'x': 8.27179624044947, 'y': 3.0411867073956516, 'z': -0.04786433650102914}",0.5146523972546906
