exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_42,4,"{'x': 7.964138356987968, 'y': 1.4111066324762893, 'z': -2.033446569625521}",2.2917258954770308
EXP_42,10,"{'x': 8.139734726050705, 'y': 0.9159311237603328, 'z': -1.1816868569545682}",1.303535112683966
EXP_42,6,"{'x': 7.925501756942868, 'y': 0.656157525621797, 'z': -1.3228999616083439}",1.4506940063293843
