exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_35,54,"{'x': 6.181118164911893, 'y': 5.568612532205258, 'z': 0.5703825003712534}",0.6570839596276873
EXP_35,6,"{'x': 6.007720340177358, 'y': 5.49758197375422, 'z': 0.2030502047235515}",0.5325548422463176
