exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_0,43,"{'x': 2.191454855165446, 'y': 0.6041651670666914, 'z': 0.7028980711050845}",0.9915131365745993
EXP_0,7,"{'x': 2.0443617443574214, 'y': 0.7448941651161849, 'z': -0.06200890883511291}",0.6001594538120681
EXP_0,7,"{'x': 2.2223090909256196, 'y': 0.8433630130364232, 'z': 0.969402495574663}",1.2567327520200944
