exp_name,num_elements_in_cluster,mean_of_which_cluster,distance_to_real_loc
EXP_39,46,"{'x': 7.2992496781164835, 'y': 3.68141449551938, 'z': 0.048703769303608514}",0.2749514320748303
EXP_39,7,"{'x': 7.336488204859393, 'y': 3.9496816609265104, 'z': 0.025915858277362275}",0.47920053213659936
EXP_39,8,"{'x': 7.298724104759663, 'y': 3.540237960554404, 'z': -0.09880780947272405}",0.22781389334278962
